City,Town,Neighborhood,House Type,House Age,House Size,Room Count,Floor,Furniture,Bathroom Count,Hand,Heater Type,Heater Fuel,Price
Ankara,Yenimahalle,İlkyerleşim,Villa,25,160.0,4 + 1,Müstakil,False,1.0,İkinci El,Kombi,Doğalgaz,45000
İstanbul,Kağıthane,Seyrantepe,Daire,13,100.0,1 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,21000
İstanbul,Ümraniye,Armağanevler,Daire,18,85.0,2 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
Ankara,Çankaya,Alacaatlı,Daire,8,195.0,4 + 1,3. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,45000
Kayseri,Talas,Mevlana,Daire,6,78.0,2 + 1,6. Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,13000
Balıkesir,Edremit,Cumhuriyet,Daire,10,95.0,2 + 1,Ara Kat,True,1.0,,Kombi,Doğalgaz,15000
İstanbul,Beylikdüzü,Adnan Kahveci,Daire,7,115.0,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,22500
Antalya,Kepez,Teomanpaşa,Daire,10,85.0,2 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,12000
Muğla,Bodrum,Cevat Şakir,Daire,11,70.0,2 + 1,2. Kat,False,1.0,,Klima,Elektrik,90000
Giresun,Tirebolu,Doğancı,Daire,0,120.0,3 + 1,Giriş Katı,False,2.0,Sıfır,Kombi,Doğalgaz,13000
Muğla,Bodrum,Yahşi,Daire,11,140.0,2 + 1,Yüksek Giriş,True,1.0,,Klima,Elektrik,100000
İstanbul,Fatih,Seyyid Ömer,Daire,35,65.0,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Muğla,Datça,Datça,Daire,1,70.0,1 + 1,Bahçe Katı,False,1.0,,Klima,Elektrik,17000
Adana,Seyhan,Çınarlı,Daire,35,180.0,4 + 1,3. Kat,False,1.0,İkinci El,Klima,Elektrik,18000
Tokat,Merkez,Gülbaharhatun,Daire,16,135.0,3 + 1,4. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,22000
Muğla,Bodrum,Bahçelievler,Daire,16,65.0,2 + 1,1. Kat,False,1.0,,Klima,Elektrik,50000
Ankara,Çankaya,Malazgirt,Daire,5,140.0,3 + 1,Yüksek Giriş,True,2.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Zeytinburnu,Maltepe,Daire,3,70.0,2 + 1,4. Kat,False,2.0,,Yerden Isıtma,Doğalgaz,35000
İstanbul,Maltepe,Cevizli,Daire,6,130.0,4 + 1,1. Kat,False,2.0,,Kombi,Doğalgaz,35000
Eskişehir,Tepebaşı,Eskibağlar,Daire,25,105.0,2 + 1,1. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
İzmir,Karşıyaka,Fikri Altay,Daire,10,80.0,2 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Beyoğlu,Cihangir,Daire,39,65.0,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,25000
Tekirdağ,Süleymanpaşa,Altınova,Daire,1,120.0,2 + 1,2. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,18000
Balıkesir,Edremit,Güre Cumhuriyet,Villa,25,200.0,3 + 1,Müstakil,True,1.0,,Klima,Elektrik,25000
Ankara,Keçiören,Aşağı Eğlence,Daire,20,130.0,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,24500
Muğla,Bodrum,Gümbet,Daire,15,80.0,2 + 1,1. Kat,False,1.0,,Klima,Elektrik,80000
Antalya,Manavgat,Evrenseki,Daire,0,53.0,2 + 1,Yüksek Giriş,,1.0,Sıfır,Klima,Elektrik,21000
Muğla,Bodrum,Bahçelievler,Daire,0,65.0,2 + 1,,False,2.0,Sıfır,Merkezi,Doğalgaz,80000
Bolu,Merkez,Borazanlar,Daire,10,60.0,1 + 1,4. Kat,True,1.0,,Kombi,Doğalgaz,10000
Adana,Seyhan,Gürselpaşa,Müstakil Ev,15,120.0,1 + 1,Müstakil,False,1.0,İkinci El,Klima,Elektrik,60000
Adana,Çukurova,Güzelyalı,Daire,25,250.0,4 + 1,6. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,23000
Muğla,Bodrum,İslamhaneleri,Müstakil Ev,11,75.0,1 + 1,Müstakil,False,1.0,,Klima,Elektrik,50000
İstanbul,Sarıyer,Yeniköy,Daire,26,330.0,4 + 1,2. Kat,False,3.0,,Kombi,Doğalgaz,150000
Ankara,Çankaya,Barbaros,Daire,40,80.0,2 + 1,Yüksek Giriş,,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Fatih,Seyyid Ömer,Daire,40,85.0,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
İzmir,Ödemiş,Zafer,Daire,5,160.0,3 + 1,Ara Kat,,2.0,İkinci El,Kombi,Doğalgaz,18500
Adana,Seyhan,Pınar,Daire,25,130.0,3 + 1,10. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17000
Balıkesir,Bandırma,İhsaniye,Daire,30,90.0,2 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,12000
İstanbul,Kağıthane,Çeliktepe,Daire,30,80.0,2 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
İstanbul,Ümraniye,Armağanevler,Daire,12,75.0,2 + 1,Giriş Katı,True,1.0,,Kombi,Doğalgaz,1000
İstanbul,Şişli,İnönü,Daire,31,85.0,1 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Muğla,Köyceğiz,Zeytinalanı,Müstakil Ev,5,125.0,2 + 1,Müstakil,True,1.0,İkinci El,Klima,Elektrik,15000
İstanbul,Beşiktaş,Konaklar,Daire,26,285.0,5 + 1,5. Kat,False,3.0,,Kombi,Doğalgaz,130000
Muğla,Bodrum,Gümbet,Müstakil Ev,0,217.0,4 + 1,Müstakil,False,4.0,Sıfır,Yerden Isıtma,Doğalgaz,1225000
Muğla,Bodrum,Bahçelievler,Daire,17,65.0,1 + 1,1. Kat,False,1.0,,Merkezi,Doğalgaz,30000
Muğla,Bodrum,Umurca,Müstakil Ev,20,180.0,3 + 1,Müstakil,False,2.0,,Klima,Elektrik,40000
İstanbul,Sarıyer,Uskumruköy,Villa,11,400.0,5 + 2,Bahçe Katı,False,4.0,,Kombi,Doğalgaz,150000
Adana,Çukurova,Yurt,Daire,4,175.0,3 + 1,7. Kat,False,2.0,,Kombi,Doğalgaz,160000
Kocaeli,Başiskele,Barbaros,Daire,15,160.0,4 + 1,Çatı Katı,False,1.0,İkinci El,Kombi,Doğalgaz,17500
Antalya,Konyaaltı,Hurma,Daire,12,100.0,2 + 1,4. Kat,False,1.0,İkinci El,Klima,Doğalgaz,20000
İstanbul,Güngören,Tozkoparan,Villa,10,500.0,5 + 2,Müstakil,False,3.0,İkinci El,Kombi,Doğalgaz,150000
Kocaeli,Başiskele,Barbaros,Daire,15,160.0,4 + 1,Çatı Katı,False,1.0,İkinci El,Kombi,Doğalgaz,17500
İstanbul,Beylikdüzü,Adnan Kahveci,Daire,18,175.0,3 + 1,9. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
Antalya,Konyaaltı,Hurma,Daire,12,100.0,2 + 1,4. Kat,False,1.0,İkinci El,Klima,Doğalgaz,20000
Ankara,Keçiören,Esertepe,Daire,9,120.0,3 + 1,5. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,18000
Ankara,Çankaya,Malazgirt,Daire,5,140.0,3 + 1,Yüksek Giriş,True,2.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Güngören,Tozkoparan,Villa,10,500.0,5 + 2,Müstakil,False,3.0,İkinci El,Kombi,Doğalgaz,150000
Düzce,Merkez,Güzelbahçe,Daire,18,110.0,3 + 1,Giriş Katı,False,1.0,,Kombi,Doğalgaz,7500
Ankara,Çankaya,Aşıkpaşa,Daire,2,120.0,3 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,25500
Muğla,Ortaca,Beşköprü,Daire,0,110.0,2 + 1,Yüksek Giriş,False,1.0,Sıfır,Klima,Elektrik,15000
İstanbul,Kadıköy,Caferağa,Daire,45,130.0,3 + 1,3. Kat,False,2.0,,Merkezi (Pay Ölçer),Doğalgaz,36500
İstanbul,Kağıthane,Telsizler,Daire,13,65.0,1 + 1,18. Kat,True,1.0,,Merkezi,Doğalgaz,32000
İzmir,Menemen,İsmet İnönü,Daire,15,145.0,3 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,19000
Kastamonu,Merkez,Mehmet Akif Ersoy,Daire,5,125.0,3 + 1,2. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,14000
Ankara,Keçiören,Aşağı Eğlence,Daire,37,110.0,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Maltepe,Çınar,Daire,2,85.0,2 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,28500
Bursa,Nilüfer,Kızılcıklı,Daire,1,163.0,3 + 1,6. Kat,False,2.0,İkinci El,Yerden Isıtma,Doğalgaz,15000
İstanbul,Kağıthane,Çeliktepe,Residence,5,75.0,1 + 1,5. Kat,True,1.0,,Merkezi (Pay Ölçer),Doğalgaz,40000
Adana,Sarıçam,Gültepe,Daire,4,55.0,1 + 1,3. Kat,True,1.0,Sıfır,Klima,Elektrik,8500
İstanbul,Sarıyer,Zekeriyaköy,Daire,9,130.0,2 + 1,Bahçe Katı,True,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,65000
İzmir,Buca,Efeler,Daire,35,110.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,20000
Aydın,Efeler,Adnan Menderes,Daire,8,150.0,3 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,28000
İstanbul,Kadıköy,Göztepe,Daire,30,125.0,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,30000
İstanbul,Esenyurt,Piri Reis,Daire,9,115.0,2 + 1,Ara Kat,True,1.0,İkinci El,Merkezi,Doğalgaz,13000
İstanbul,Maltepe,Fındıklı,Daire,5,90.0,2 + 1,5. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20500
İstanbul,Ümraniye,Parseller,Daire,8,80.0,2 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,15800
Balıkesir,Edremit,Camivasat,Daire,5,150.0,3 + 1,En Üst Kat,True,1.0,İkinci El,Kombi,Doğalgaz,18000
Antalya,Döşemealtı,Tomalar,Daire,10,165.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
İzmir,Karşıyaka,Aksoy,Daire,33,120.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Sarıyer,Maslak,Daire,10,104.0,1 + 1,Ara Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,60000
İzmir,Torbalı,İnönü,Daire,0,90.0,2 + 1,Ara Kat,False,2.0,Sıfır,Kombi,Doğalgaz,15000
Amasya,Merzifon,Sofular,Daire,10,56.0,1 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,6250
Kahramanmaraş,Onikişubat,Ağcalı,Daire,5,220.0,4 + 1,10. Kat,False,2.0,,Merkezi,Doğalgaz,17000
Ankara,Keçiören,Ovacık,Daire,4,220.0,4 + 1,10. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,35000
Ankara,Çankaya,Ümit,Daire,22,175.0,3 + 1,8. Kat,False,2.0,İkinci El,Merkezi,Doğalgaz,29000
Çorum,Merkez,Ulukavak,Daire,20,145.0,3 + 1,7. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8500
Ankara,Keçiören,Şehit Kubilay,Daire,17,135.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13750
Ankara,Etimesgut,Şehit Osman Avcı,Daire,5,82.0,2 + 1,3. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,20000
Ankara,Mamak,Cengizhan,Daire,18,105.0,3 + 1,Kot 1,False,1.0,İkinci El,Kombi,Doğalgaz,12750
Ankara,Çankaya,Emek,Daire,25,120.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,29000
İzmir,Çiğli,Balatçık,Daire,9,85.0,2 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,17500
Kayseri,Kocasinan,Seyrani,Daire,30,175.0,3 + 1,5. Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,10000
Ankara,Çankaya,Barbaros,Daire,38,125.0,2 + 1,2. Kat,True,1.0,Sıfır,Kombi,Doğalgaz,28500
Ankara,Etimesgut,Altay,Daire,8,65.0,1 + 1,2. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,19500
Mersin(İçel),Anamur,Güzelyurt,Daire,14,160.0,3 + 1,1. Kat,False,1.0,İkinci El,Klima,Elektrik,12500
Ankara,Gölbaşı,Kızılcaşar,Daire,4,214.0,4 + 2,Ara Kat,False,2.0,İkinci El,Merkezi,Elektrik,47500
Tekirdağ,Süleymanpaşa,100. Yıl,Daire,25,120.0,3 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,18000
Bursa,Nilüfer,Kültür,Villa,20,220.0,3 + 1,Müstakil,,2.0,İkinci El,Kombi,Doğalgaz,20000
Yalova,Çiftlikköy,Sahil,Daire,30,90.0,2 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
Ankara,Etimesgut,Eryaman,Daire,14,75.0,1 + 1,3. Kat,True,1.0,,Kombi,Doğalgaz,17500
İstanbul,Üsküdar,Valide-i Atik,Daire,35,65.0,1 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Muğla,Dalaman,Merkez,Daire,15,160.0,3 + 1,2. Kat,False,1.0,İkinci El,Klima,Elektrik,13000
Ankara,Sincan,Alcı,Daire,3,160.0,3 + 1,1. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,8000
İstanbul,Fatih,Sümbül Efendi,Daire,35,110.0,3 + 1,En Üst Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16000
İstanbul,Bağcılar,Hürriyet,Daire,1,105.0,2 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
Antalya,Konyaaltı,Arapsuyu,Daire,20,100.0,2 + 1,Çatı Katı,False,2.0,İkinci El,Klima,Elektrik,21000
Ankara,Keçiören,Etlik,Daire,35,140.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Başakşehir,Kayabaşı,Daire,11,85.0,2 + 1,1. Kat,False,1.0,,Merkezi (Pay Ölçer),Doğalgaz,18000
Erzurum,Palandöken,Adnan Menderes,Daire,25,150.0,3 + 1,4. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,9000
Muğla,Köyceğiz,Toparlar,Daire,0,75.0,1 + 1,Giriş Katı,False,1.0,Sıfır,Klima,Elektrik,12000
İstanbul,Sarıyer,Uskumruköy,Villa,20,290.0,5 + 1,Müstakil,False,3.0,İkinci El,Kombi,Doğalgaz,100000
İzmir,Urla,Atatürk,Villa,30,140.0,3 + 1,Müstakil,False,2.0,İkinci El,Kombi,Doğalgaz,35000
Ankara,Etimesgut,Yeni Bağlıca,Daire,0,200.0,4 + 1,5. Kat,False,2.0,Sıfır,Yerden Isıtma,Doğalgaz,38000
İstanbul,Bakırköy,Yeşilyurt,Daire,10,350.0,5 + 2,4. Kat,False,4.0,İkinci El,Kombi,Doğalgaz,140000
Muğla,Ortaca,Dalyan,Villa,7,252.0,5 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,35000
İstanbul,Avcılar,Denizköşkler,Daire,27,160.0,3 + 1,1. Kat,True,2.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Ümraniye,Çamlık,Daire,10,75.0,1 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,15300
İstanbul,Kadıköy,Suadiye,Daire,7,240.0,4 + 2,7. Kat,,3.0,,Kombi,Doğalgaz,80000
Ankara,Mamak,Kutlu,Daire,14,155.0,3 + 1,8. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
Hatay,Defne,Çekmece,Daire,2,150.0,3 + 1,3. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,17000
İstanbul,Ataşehir,Kayışdağı,Daire,11,78.0,2 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,26000
İzmir,Ödemiş,Atatürk,Daire,12,180.0,3 + 1,Ara Kat,False,2.0,İkinci El,Kombi,Doğalgaz,16500
Ankara,Çankaya,Cebeci,Daire,40,100.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14000
İstanbul,Fatih,Silivrikapı,Daire,40,75.0,2 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,13000
Antalya,Elmalı,Yeni,Daire,5,140.0,3 + 1,Yüksek Giriş,False,2.0,İkinci El,Merkezi,Kömür-Odun,13000
Aydın,Efeler,Adnan Menderes,Daire,15,140.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
Ankara,Çankaya,Yukarı Dikmen,Villa,16,700.0,6 + 1,Müstakil,False,4.0,İkinci El,Kombi,Doğalgaz,175000
İstanbul,Ataşehir,Küçükbakkalköy,Daire,20,220.0,4 + 1,1. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,110000
İstanbul,Esenler,Kazım Karabekir,Daire,5,85.0,2 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,17500
Muğla,Ortaca,Karaburun,Daire,0,80.0,2 + 1,En Üst Kat,False,1.0,Sıfır,Kat Kaloriferi,Elektrik,12000
Eskişehir,Tepebaşı,Fatih,Daire,10,105.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,12000
Aydın,Kuşadası,İkiçeşmelik,Daire,0,100.0,2 + 1,Ara Kat,False,2.0,Sıfır,Merkezi,Doğalgaz,20000
Ankara,Mamak,Başak,Daire,15,125.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15500
İstanbul,Kartal,Kordonboyu,Daire,0,110.0,3 + 1,1. Kat,,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,35000
Ankara,Çankaya,İlkadım,Daire,30,125.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,25000
İstanbul,Sarıyer,Zekeriyaköy,Villa,5,200.0,3 + 1,Müstakil,True,2.0,,Kombi,Doğalgaz,120000
İstanbul,Esenyurt,Yunus Emre,Daire,0,95.0,2 + 1,Bahçe Katı,False,1.0,Sıfır,Kombi,Doğalgaz,9500
İstanbul,Beşiktaş,Gayrettepe,Daire,31,135.0,3 + 1,1. Kat,False,2.0,,Merkezi,Doğalgaz,40000
İstanbul,Esenyurt,Piri Reis,Daire,4,145.0,3 + 1,6. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,13000
İstanbul,Sarıyer,Darüşşafaka,Daire,20,150.0,3 + 1,En Üst Kat,False,2.0,İkinci El,Kombi,Doğalgaz,25000
Samsun,İlkadım,Adalet,Daire,17,130.0,3 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,14000
Balıkesir,Edremit,İskele,Daire,18,94.0,2 + 1,2. Kat,True,1.0,İkinci El,Klima,Elektrik,65000
Hatay,Dörtyol,Çaylı,Daire,1,160.0,3 + 1,3. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,20000
Adana,Sarıçam,Çarkıpare,Daire,3,150.0,3 + 1,13. Kat,False,2.0,Sıfır,Klima,Elektrik,12000
Ankara,Çankaya,Keklik Pınarı,Daire,25,120.0,3 + 1,Giriş Katı,True,1.0,İkinci El,Merkezi,Doğalgaz,19500
Ankara,Çankaya,Yıldızevler,Daire,6,230.0,4 + 1,2. Kat,False,2.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,50000
Adana,Çukurova,Karslılar,Daire,25,250.0,4 + 1,6. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,23000
İstanbul,Ataşehir,İçerenköy,Daire,26,145.0,3 + 1,2. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,29500
Denizli,Pamukkale,İstiklal,Daire,25,140.0,3 + 1,En Üst Kat,False,1.0,İkinci El,Merkezi,Doğalgaz,15000
Ankara,Çankaya,Şehit Cevdet Özdemir,Daire,30,125.0,3 + 1,1. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,19750
Zonguldak,Ereğli,Kirmanlı,Daire,15,145.0,3 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,16500
İstanbul,Beşiktaş,Etiler,Daire,40,140.0,3 + 1,Kot 1,False,2.0,İkinci El,Merkezi,Doğalgaz,40000
Mersin(İçel),Tarsus,Ergenekon,Daire,2,150.0,4 + 1,7. Kat,False,2.0,Sıfır,Kombi,Doğalgaz,19000
Balıkesir,Edremit,Altınoluk,Villa,20,150.0,3 + 1,Müstakil,True,2.0,İkinci El,Klima,Elektrik,22000
Bolu,Merkez,Karaçayır,Daire,10,60.0,1 + 1,Ara Kat,True,1.0,İkinci El,Kombi,Doğalgaz,10000
Manisa,Şehzadeler,2. Anafartalar,Daire,10,130.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Sancaktepe,Eyüp Sultan,Daire,5,150.0,3 + 1,5. Kat,False,1.0,,Kombi,Doğalgaz,22500
Edirne,Merkez,Talatpaşa,Daire,3,60.0,1 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,13000
İstanbul,Sarıyer,Maslak,Residence,8,77.0,1 + 1,10. Kat,True,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,39750
Aydın,Efeler,Zafer,Daire,7,58.0,1 + 1,1. Kat,True,1.0,İkinci El,Klima,Elektrik,12000
Adana,Seyhan,Sümer,Daire,3,170.0,3 + 1,12. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,22000
Antalya,Kepez,Şafak,Daire,0,90.0,2 + 1,1. Kat,False,1.0,Sıfır,Klima,Elektrik,13000
Ankara,Gölbaşı,Karşıyaka,Daire,15,140.0,5 + 1,3. Kat,False,2.0,İkinci El,Kombi,Doğalgaz,22000
İstanbul,Sarıyer,Zekeriyaköy,Daire,0,167.0,3 + 1,Bahçe Katı,False,2.0,Sıfır,Yerden Isıtma,Elektrik,140000
Denizli,Pamukkale,Deliktaş,Daire,10,75.0,1 + 1,2. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,9000
Ankara,Altındağ,Aydınlıkevler,Daire,5,115.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,24000
Kayseri,Talas,Harman,Daire,1,55.0,1 + 0,2. Kat,True,1.0,Sıfır,Merkezi (Pay Ölçer),Doğalgaz,5000
İstanbul,Bakırköy,Kartaltepe,Daire,38,95.0,3 + 1,3. Kat,,1.0,İkinci El,Kombi,Doğalgaz,25000
İzmir,Karabağlar,Esentepe,Daire,31,75.0,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,16000
İzmir,Bayraklı,Postacılar,Daire,12,160.0,3 + 1,7. Kat,,2.0,,Kombi,Doğalgaz,27000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,Daire,30,125.0,3 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Küçükçekmece,Cennet,Daire,35,90.0,2 + 1,2. Kat,,1.0,İkinci El,Kombi,Doğalgaz,14000
İstanbul,Bahçelievler,Bahçelievler,Daire,10,500.0,5 + 2,Yüksek Giriş,False,3.0,İkinci El,Kombi,Doğalgaz,150000
Kastamonu,Merkez,Aktekke,Daire,5,80.0,2 + 1,1. Kat,True,1.0,,Kombi,Doğalgaz,12000
Ankara,Sincan,Plevne,Daire,25,130.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,14500
Ankara,Keçiören,Ayvalı,Daire,18,130.0,3 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,19000
Balıkesir,Edremit,İkizçay,Daire,20,45.0,1 + 1,Bahçe Katı,True,1.0,İkinci El,Klima,Elektrik,17000
İzmir,Buca,Akıncılar,Daire,10,50.0,1 + 1,Yüksek Giriş,True,1.0,İkinci El,Kombi,Doğalgaz,17000
İstanbul,Ümraniye,Site,Daire,7,90.0,2 + 1,11. Kat,False,1.0,İkinci El,Merkezi (Pay Ölçer),Doğalgaz,27000
Amasya,Merzifon,Mahsen,Daire,20,165.0,4 + 1,4. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,8250
İzmir,Bayraklı,Osmangazi,Daire,19,116.0,2 + 1,2. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
Ankara,Gölbaşı,Kızılcaşar,Daire,7,125.0,2 + 1,1. Kat,True,1.0,İkinci El,Kombi,Doğalgaz,19000
Ankara,Keçiören,Etlik,Daire,25,130.0,2 + 1,Giriş Katı,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Fatih,Sümbül Efendi,Daire,40,65.0,1 + 1,Bahçe Katı,False,1.0,İkinci El,Kombi,Doğalgaz,8500
Ankara,Gölbaşı,İncek,Daire,1,113.0,2 + 1,Ara Kat,False,1.0,Sıfır,Merkezi (Pay Ölçer),Elektrik,20000
Muğla,Menteşe,Orhaniye,Daire,26,130.0,3 + 1,3. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,20000
Muğla,Dalaman,Kapukargın,Daire,15,140.0,3 + 1,Bahçe Katı,True,1.0,İkinci El,Soba,Kömür-Odun,12000
İstanbul,Ümraniye,Atakent,Daire,30,95.0,3 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,20000
İstanbul,Kadıköy,Göztepe,Daire,0,110.0,2 + 1,Giriş Katı,False,2.0,Sıfır,Kombi,Doğalgaz,43000
Ankara,Çankaya,Beytepe,Daire,3,200.0,4 + 2,21 ve üzeri,False,2.0,İkinci El,Yerden Isıtma,Doğalgaz,59000
Ankara,Sincan,Cumhuriyet,Villa,1,260.0,4 + 1,Müstakil,False,2.0,Sıfır,Kombi,Doğalgaz,17000
İzmir,Ödemiş,Zafer,Daire,3,160.0,3 + 1,En Üst Kat,True,2.0,İkinci El,Kombi,Doğalgaz,18000
İstanbul,Esenyurt,Bağlarçeşme,Daire,5,100.0,2 + 1,4. Kat,False,1.0,,Kombi,Doğalgaz,17500
İstanbul,Sarıyer,Uskumruköy,Villa,20,240.0,4 + 2,Müstakil,False,2.0,İkinci El,Kombi,Doğalgaz,83000
Kocaeli,Derince,Dumlupınar,Daire,21,120.0,3 + 1,5. Kat,False,1.0,İkinci El,Kombi,Doğalgaz,11500
İstanbul,Beyoğlu,Cihangir,Daire,69,117.0,2 + 1,Yüksek Giriş,False,1.0,İkinci El,Kombi,Doğalgaz,26000
Bursa,Nilüfer,Beşevler,Daire,8,290.0,4 + 2,1. Kat,,3.0,İkinci El,Kombi,Doğalgaz,45000
Eskişehir,Tepebaşı,Bahçelievler,Daire,10,80.0,1 + 1,Ara Kat,False,1.0,İkinci El,Kombi,Doğalgaz,15000
İstanbul,Küçükçekmece,Atakent,Daire,15,85.0,2 + 1,5. Kat,False,1.0,,Kombi,Doğalgaz,18000
